Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
2025-01-22,Transaction at Samsung,1124.48,Electronics,Net Banking,San Francisco,Current,Debit,Mobile,INR,Service,No,Wednesday,January,Morning
2025-12-10,Transaction at Adidas,2970.61,Clothing,Credit Card,San Francisco,Salary,Credit,Mobile,INR,Service,Yes,Wednesday,December,Night
2025-03-24,Transaction at Sony,3768.2,Electronics,Cash,Houston,Credit Card,Debit,POS Terminal,INR,Service,No,Monday,March,Night
2025-10-01,Transaction at Disney+,62.69,Entertainment,Credit Card,New York,Savings,Credit,Desktop,INR,Service,No,Wednesday,October,Night
2025-04-08,Transaction at Levis,1599.5,Clothing,Credit Card,New York,Current,Credit,ATM,INR,Subscription,Yes,Tuesday,April,Afternoon
2025-02-11,Transaction at Tesco,2002.43,Grocery,Debit Card,San Francisco,Salary,Debit,Mobile,INR,Service,No,Tuesday,February,Night
2025-06-03,Transaction at Starbucks,3436.05,Food,Net Banking,Houston,Credit Card,Debit,Desktop,INR,Retail,No,Tuesday,June,Morning
2025-07-19,Transaction at McDonalds,2225.49,Food,UPI,Los Angeles,Savings,Credit,ATM,INR,Retail,Yes,Saturday,July,Afternoon
2025-12-02,Transaction at Sony,3734.52,Electronics,Cash,Houston,Salary,Debit,POS Terminal,INR,Restaurant,No,Tuesday,December,Night
2025-02-16,Transaction at Amazon Prime,4111.57,Entertainment,Debit Card,San Francisco,Savings,Credit,Desktop,INR,Restaurant,No,Sunday,February,Afternoon
2025-03-29,Transaction at Subway,4471.8,Food,Debit Card,Boston,Salary,Credit,ATM,INR,Retail,Yes,Saturday,March,Night
2025-10-15,Transaction at KFC,734.38,Food,Cash,Chicago,Salary,Credit,POS Terminal,INR,Online Store,No,Wednesday,October,Evening
2025-01-21,Transaction at Starbucks,2655.82,Food,Cash,Houston,Current,Credit,POS Terminal,INR,Restaurant,No,Tuesday,January,Evening
2025-11-03,Transaction at Lyft,1389.98,Transport,Credit Card,Los Angeles,Credit Card,Debit,ATM,INR,Online Store,No,Monday,November,Afternoon
2025-01-26,Transaction at Costco,4978.23,Grocery,Cash,San Francisco,Savings,Debit,POS Terminal,INR,Subscription,Yes,Sunday,January,Night
2025-07-21,Transaction at Netflix,4293.47,Entertainment,Credit Card,Boston,Salary,Debit,Mobile,INR,Retail,Yes,Monday,July,Night
2025-06-10,Transaction at Starbucks,1104.31,Food,Credit Card,Los Angeles,Savings,Debit,POS Terminal,INR,Subscription,No,Tuesday,June,Afternoon
2025-02-01,Transaction at Dominos,1677.18,Food,Cash,Chicago,Salary,Debit,Mobile,INR,Restaurant,Yes,Saturday,February,Morning
2025-12-02,Transaction at Disney+,4714.81,Entertainment,Debit Card,Los Angeles,Savings,Debit,POS Terminal,INR,Subscription,No,Tuesday,December,Night
2025-05-30,Transaction at KFC,3291.58,Food,Debit Card,Los Angeles,Savings,Credit,ATM,INR,Subscription,No,Friday,May,Afternoon
2025-04-16,Transaction at Amazon Prime,1904.16,Entertainment,Net Banking,Houston,Credit Card,Debit,ATM,INR,Subscription,Yes,Wednesday,April,Evening
2025-08-21,Transaction at Netflix,3046.06,Entertainment,Debit Card,San Francisco,Salary,Credit,Desktop,INR,Subscription,No,Thursday,August,Evening
2025-06-12,Transaction at Spotify,1353.96,Entertainment,UPI,Boston,Current,Credit,Desktop,INR,Restaurant,Yes,Thursday,June,Night
2025-04-17,Transaction at KFC,2111.32,Food,Net Banking,Boston,Credit Card,Credit,Mobile,INR,Retail,No,Thursday,April,Afternoon
2025-09-13,Transaction at McDonalds,4101.41,Food,Cash,Los Angeles,Credit Card,Debit,Desktop,INR,Subscription,No,Saturday,September,Afternoon
2025-06-10,Transaction at Apple,61.3,Electronics,Debit Card,Boston,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Tuesday,June,Morning
2025-11-25,Transaction at McDonalds,4514.82,Food,Debit Card,San Francisco,Current,Debit,Mobile,INR,Restaurant,Yes,Tuesday,November,Night
2025-05-04,Transaction at H&M,3576.79,Clothing,Debit Card,Chicago,Credit Card,Credit,POS Terminal,INR,Subscription,Yes,Sunday,May,Evening
2025-09-08,Transaction at Sony,3188.18,Electronics,Credit Card,San Francisco,Salary,Debit,Mobile,INR,Retail,Yes,Monday,September,Afternoon
2025-05-03,Transaction at Zara,2710.34,Clothing,UPI,Los Angeles,Current,Debit,Desktop,INR,Restaurant,No,Saturday,May,Morning
2025-02-01,Transaction at Ola,557.0,Transport,Cash,San Francisco,Savings,Debit,Mobile,INR,Service,No,Saturday,February,Evening
2025-04-07,Transaction at Amazon Prime,1234.96,Entertainment,Net Banking,Chicago,Current,Debit,Mobile,INR,Online Store,Yes,Monday,April,Morning
2025-03-29,Transaction at BigBazaar,1611.09,Grocery,Cash,Los Angeles,Credit Card,Credit,Mobile,INR,Retail,Yes,Saturday,March,Evening
2025-09-16,Transaction at Costco,1857.96,Grocery,Credit Card,Boston,Savings,Credit,ATM,INR,Service,Yes,Tuesday,September,Afternoon
2025-11-11,Transaction at H&M,4328.71,Clothing,Net Banking,Houston,Credit Card,Credit,Desktop,INR,Subscription,No,Tuesday,November,Morning
2025-03-26,Transaction at HP,1499.1,Electronics,Net Banking,Los Angeles,Current,Credit,POS Terminal,INR,Online Store,No,Wednesday,March,Night
2025-10-12,Transaction at Netflix,3160.77,Entertainment,Debit Card,Los Angeles,Savings,Debit,POS Terminal,INR,Subscription,No,Sunday,October,Afternoon
2025-07-19,Transaction at HP,3590.0,Electronics,Net Banking,Houston,Credit Card,Credit,Desktop,INR,Online Store,Yes,Saturday,July,Afternoon
2025-02-02,Transaction at Disney+,778.17,Entertainment,Debit Card,Los Angeles,Salary,Debit,Desktop,INR,Service,Yes,Sunday,February,Morning
2025-09-17,Transaction at Uber,2794.06,Transport,Net Banking,Boston,Savings,Debit,Mobile,INR,Online Store,Yes,Wednesday,September,Night
2025-11-09,Transaction at YouTube Premium,1307.7,Entertainment,Cash,Boston,Savings,Debit,Mobile,INR,Online Store,Yes,Sunday,November,Night
2025-10-14,Transaction at YouTube Premium,460.8,Entertainment,Net Banking,San Francisco,Savings,Credit,POS Terminal,INR,Restaurant,No,Tuesday,October,Night
2025-08-15,Transaction at BigBazaar,3478.84,Grocery,Debit Card,San Francisco,Savings,Debit,ATM,INR,Restaurant,Yes,Friday,August,Night
2025-12-25,Transaction at Disney+,4075.51,Entertainment,Debit Card,Los Angeles,Savings,Debit,ATM,INR,Online Store,Yes,Thursday,December,Morning
2025-05-06,Transaction at Tesco,1204.6,Grocery,Debit Card,Boston,Savings,Debit,ATM,INR,Restaurant,No,Tuesday,May,Morning
2025-07-04,Transaction at Nike,2894.27,Clothing,Cash,Houston,Savings,Debit,POS Terminal,INR,Service,Yes,Friday,July,Evening
2025-02-15,Transaction at Nike,1807.98,Clothing,Net Banking,Los Angeles,Savings,Credit,POS Terminal,INR,Service,No,Saturday,February,Night
2025-01-30,Transaction at YouTube Premium,2693.21,Entertainment,Cash,Boston,Salary,Credit,Desktop,INR,Service,Yes,Thursday,January,Evening
2025-02-06,Transaction at Amazon Prime,1920.59,Entertainment,UPI,Los Angeles,Credit Card,Debit,Desktop,INR,Service,No,Thursday,February,Evening
2025-06-02,Transaction at Subway,1827.81,Food,Cash,Chicago,Credit Card,Credit,Desktop,INR,Retail,No,Monday,June,Morning
2025-12-23,Transaction at HP,1931.43,Electronics,UPI,Los Angeles,Current,Credit,Mobile,INR,Service,No,Tuesday,December,Night
2025-04-13,Transaction at Uber,170.64,Transport,Credit Card,Boston,Salary,Credit,Desktop,INR,Restaurant,Yes,Sunday,April,Morning
2025-05-24,Transaction at Dominos,2975.41,Food,Debit Card,Boston,Salary,Debit,ATM,INR,Service,No,Saturday,May,Evening
2025-12-25,Transaction at Lyft,420.65,Transport,Debit Card,Los Angeles,Salary,Credit,Mobile,INR,Retail,No,Thursday,December,Night
2025-07-08,Transaction at KFC,4732.44,Food,Credit Card,Chicago,Salary,Debit,ATM,INR,Service,No,Tuesday,July,Evening
2025-07-30,Transaction at Ola,858.55,Transport,Debit Card,New York,Savings,Credit,Desktop,INR,Restaurant,Yes,Wednesday,July,Evening
2025-05-20,Transaction at Apple,442.06,Electronics,Credit Card,Los Angeles,Current,Credit,ATM,INR,Retail,Yes,Tuesday,May,Afternoon
2025-07-09,Transaction at KFC,1590.27,Food,Credit Card,New York,Current,Credit,ATM,INR,Restaurant,No,Wednesday,July,Evening
2025-03-19,Transaction at Samsung,132.85,Electronics,Credit Card,Los Angeles,Salary,Debit,Mobile,INR,Retail,Yes,Wednesday,March,Night
2025-01-07,Transaction at YouTube Premium,4263.15,Entertainment,Cash,Boston,Salary,Credit,Mobile,INR,Subscription,Yes,Tuesday,January,Evening
2025-02-13,Transaction at Sony,2276.65,Electronics,UPI,San Francisco,Savings,Debit,Desktop,INR,Subscription,No,Thursday,February,Evening
2025-08-28,Transaction at Walmart,3890.72,Grocery,Credit Card,San Francisco,Current,Debit,Desktop,INR,Service,No,Thursday,August,Night
2025-11-01,Transaction at Metro,3256.66,Transport,Cash,Houston,Salary,Debit,POS Terminal,INR,Online Store,No,Saturday,November,Night
2025-07-20,Transaction at Lyft,3941.38,Transport,Cash,Los Angeles,Credit Card,Credit,Mobile,INR,Service,No,Sunday,July,Afternoon
2025-05-28,Transaction at Levis,2166.45,Clothing,Cash,New York,Current,Credit,POS Terminal,INR,Retail,No,Wednesday,May,Morning
2025-10-08,Transaction at Lyft,3613.84,Transport,Cash,New York,Salary,Debit,Desktop,INR,Subscription,Yes,Wednesday,October,Evening
2025-02-22,Transaction at Subway,4595.49,Food,Credit Card,Houston,Credit Card,Credit,POS Terminal,INR,Retail,No,Saturday,February,Night
2025-03-05,Transaction at Starbucks,424.44,Food,Net Banking,San Francisco,Credit Card,Debit,ATM,INR,Online Store,No,Wednesday,March,Morning
2025-12-24,Transaction at Disney+,4219.83,Entertainment,UPI,San Francisco,Salary,Debit,Desktop,INR,Service,No,Wednesday,December,Night
2025-05-18,Transaction at Lyft,1565.09,Transport,Credit Card,Los Angeles,Savings,Credit,ATM,INR,Online Store,No,Sunday,May,Afternoon
2025-02-14,Transaction at Costco,913.27,Grocery,Debit Card,Boston,Credit Card,Debit,ATM,INR,Retail,Yes,Friday,February,Night
2025-11-29,Transaction at Samsung,4091.71,Electronics,Cash,Los Angeles,Salary,Debit,Mobile,INR,Service,Yes,Saturday,November,Evening
2025-06-19,Transaction at Disney+,1665.21,Entertainment,Net Banking,New York,Credit Card,Debit,Desktop,INR,Online Store,Yes,Thursday,June,Morning
2025-07-07,Transaction at KFC,1590.9,Food,Credit Card,Houston,Salary,Debit,Mobile,INR,Subscription,No,Monday,July,Evening
2025-03-17,Transaction at Spotify,1088.53,Entertainment,Cash,Boston,Salary,Credit,Mobile,INR,Retail,Yes,Monday,March,Night
2025-04-27,Transaction at YouTube Premium,910.18,Entertainment,Cash,Boston,Credit Card,Debit,ATM,INR,Restaurant,Yes,Sunday,April,Evening
2025-08-06,Transaction at KFC,317.7,Food,UPI,New York,Salary,Credit,POS Terminal,INR,Online Store,Yes,Wednesday,August,Evening
2025-01-14,Transaction at Metro,3587.13,Transport,UPI,New York,Savings,Debit,POS Terminal,INR,Online Store,No,Tuesday,January,Evening
2025-08-25,Transaction at Target,2210.56,Grocery,Debit Card,New York,Salary,Credit,Mobile,INR,Subscription,No,Monday,August,Morning
2025-04-18,Transaction at Tesco,1813.66,Grocery,Net Banking,Boston,Credit Card,Credit,Desktop,INR,Subscription,No,Friday,April,Evening
2025-02-13,Transaction at Amazon Prime,319.37,Entertainment,Debit Card,San Francisco,Salary,Debit,POS Terminal,INR,Subscription,No,Thursday,February,Evening
2025-05-23,Transaction at Starbucks,3491.57,Food,UPI,Houston,Salary,Debit,Desktop,INR,Restaurant,No,Friday,May,Morning
2025-03-23,Transaction at Zara,3303.04,Clothing,UPI,New York,Savings,Credit,Mobile,INR,Service,No,Sunday,March,Morning
2025-02-17,Transaction at Sony,1582.24,Electronics,Debit Card,San Francisco,Savings,Debit,POS Terminal,INR,Retail,No,Monday,February,Night
2025-01-23,Transaction at BigBazaar,262.13,Grocery,Cash,New York,Current,Debit,Mobile,INR,Service,No,Thursday,January,Morning
2025-08-02,Transaction at Walmart,2882.9,Grocery,Cash,San Francisco,Credit Card,Credit,ATM,INR,Service,No,Saturday,August,Evening
2025-11-21,Transaction at Sony,2651.16,Electronics,Net Banking,San Francisco,Salary,Debit,Mobile,INR,Retail,Yes,Friday,November,Night
2025-05-19,Transaction at Samsung,4589.68,Electronics,Debit Card,Los Angeles,Current,Credit,Desktop,INR,Retail,Yes,Monday,May,Evening
2025-03-25,Transaction at Apple,1042.23,Electronics,Cash,Boston,Credit Card,Debit,Desktop,INR,Service,Yes,Tuesday,March,Morning
2025-10-13,Transaction at Dell,3409.27,Electronics,UPI,Chicago,Savings,Credit,Mobile,INR,Retail,No,Monday,October,Morning
2025-10-26,Transaction at Lyft,1555.41,Transport,Cash,Los Angeles,Credit Card,Debit,ATM,INR,Service,Yes,Sunday,October,Night
2025-03-16,Transaction at Zara,24.09,Clothing,Cash,Boston,Credit Card,Credit,Mobile,INR,Subscription,Yes,Sunday,March,Afternoon
2025-10-09,Transaction at Dominos,3681.76,Food,UPI,San Francisco,Current,Credit,Mobile,INR,Subscription,Yes,Thursday,October,Evening
2025-07-27,Transaction at Dell,242.05,Electronics,Debit Card,Los Angeles,Credit Card,Debit,ATM,INR,Online Store,No,Sunday,July,Afternoon
2025-01-15,Transaction at Netflix,4943.16,Entertainment,Cash,New York,Credit Card,Debit,Desktop,INR,Service,No,Wednesday,January,Evening
2025-12-17,Transaction at Ola,4383.01,Transport,Cash,San Francisco,Credit Card,Credit,ATM,INR,Retail,No,Wednesday,December,Evening
2025-10-30,Transaction at BigBazaar,3269.7,Grocery,UPI,San Francisco,Salary,Credit,Mobile,INR,Online Store,No,Thursday,October,Night
2025-03-07,Transaction at RedBus,2521.76,Transport,UPI,Houston,Savings,Credit,POS Terminal,INR,Restaurant,No,Friday,March,Evening
2025-05-03,Transaction at Nike,3020.07,Clothing,Net Banking,San Francisco,Current,Debit,Mobile,INR,Service,No,Saturday,May,Morning
2025-03-22,Transaction at Sony,3824.0,Electronics,Credit Card,Chicago,Salary,Debit,ATM,INR,Retail,No,Saturday,March,Evening
2025-09-04,Transaction at Adidas,3349.14,Clothing,Debit Card,Chicago,Salary,Debit,Desktop,INR,Restaurant,No,Thursday,September,Evening
2025-05-20,Transaction at Sony,3819.14,Electronics,Credit Card,San Francisco,Current,Credit,ATM,INR,Retail,No,Tuesday,May,Evening
2025-08-15,Transaction at Ola,644.55,Transport,Credit Card,San Francisco,Current,Credit,Desktop,INR,Restaurant,No,Friday,August,Evening
2025-09-28,Transaction at Adidas,442.82,Clothing,UPI,Chicago,Current,Debit,ATM,INR,Retail,Yes,Sunday,September,Afternoon
2025-10-30,Transaction at HP,1271.66,Electronics,UPI,Houston,Savings,Debit,POS Terminal,INR,Retail,No,Thursday,October,Afternoon
2025-06-09,Transaction at Dominos,3490.38,Food,UPI,Boston,Salary,Credit,POS Terminal,INR,Online Store,Yes,Monday,June,Morning
2025-11-02,Transaction at Target,2836.96,Grocery,Net Banking,Los Angeles,Savings,Credit,Mobile,INR,Service,No,Sunday,November,Morning
2025-12-04,Transaction at Tesco,3055.72,Grocery,Cash,Houston,Credit Card,Debit,Desktop,INR,Service,No,Thursday,December,Afternoon
2025-10-22,Transaction at Dell,1614.63,Electronics,Debit Card,San Francisco,Salary,Credit,ATM,INR,Online Store,Yes,Wednesday,October,Night
2025-10-30,Transaction at KFC,1107.55,Food,Credit Card,Chicago,Credit Card,Credit,POS Terminal,INR,Online Store,Yes,Thursday,October,Night
2025-02-17,Transaction at Ola,3191.02,Transport,Debit Card,Chicago,Current,Credit,ATM,INR,Subscription,Yes,Monday,February,Morning
2025-05-01,Transaction at Lyft,3507.02,Transport,Credit Card,San Francisco,Savings,Credit,Mobile,INR,Online Store,No,Thursday,May,Morning
2025-01-17,Transaction at YouTube Premium,4157.81,Entertainment,Debit Card,San Francisco,Credit Card,Debit,Mobile,INR,Subscription,No,Friday,January,Afternoon
2025-07-23,Transaction at Adidas,3474.61,Clothing,Cash,Boston,Salary,Credit,ATM,INR,Service,No,Wednesday,July,Afternoon
2025-01-05,Transaction at Apple,1464.99,Electronics,Net Banking,Los Angeles,Credit Card,Credit,Mobile,INR,Restaurant,No,Sunday,January,Evening
2025-04-30,Transaction at Disney+,621.58,Entertainment,UPI,New York,Salary,Credit,POS Terminal,INR,Service,No,Wednesday,April,Morning
2025-10-13,Transaction at Lyft,2393.47,Transport,Credit Card,Boston,Credit Card,Credit,POS Terminal,INR,Retail,Yes,Monday,October,Evening
2025-04-14,Transaction at Levis,735.02,Clothing,Credit Card,San Francisco,Credit Card,Credit,POS Terminal,INR,Subscription,No,Monday,April,Afternoon
2025-07-05,Transaction at Subway,3584.23,Food,UPI,New York,Current,Debit,ATM,INR,Service,Yes,Saturday,July,Afternoon
2025-05-08,Transaction at Zara,3029.15,Clothing,UPI,Boston,Savings,Debit,ATM,INR,Retail,No,Thursday,May,Evening
2025-01-07,Transaction at HP,3606.28,Electronics,Net Banking,Chicago,Credit Card,Credit,Mobile,INR,Online Store,No,Tuesday,January,Morning
2025-05-10,Transaction at Dell,72.68,Electronics,Credit Card,Los Angeles,Current,Credit,ATM,INR,Subscription,No,Saturday,May,Evening
2025-01-09,Transaction at Sony,189.39,Electronics,Credit Card,Boston,Salary,Credit,Desktop,INR,Service,Yes,Thursday,January,Evening
2025-09-11,Transaction at Starbucks,1661.83,Food,UPI,New York,Salary,Credit,POS Terminal,INR,Service,No,Thursday,September,Morning
2025-06-02,Transaction at Target,3768.13,Grocery,Debit Card,Houston,Credit Card,Debit,POS Terminal,INR,Subscription,No,Monday,June,Evening
2025-10-17,Transaction at Lyft,4695.56,Transport,Credit Card,Houston,Credit Card,Credit,Mobile,INR,Online Store,No,Friday,October,Afternoon
2025-08-22,Transaction at KFC,1789.22,Food,Net Banking,New York,Salary,Credit,POS Terminal,INR,Retail,Yes,Friday,August,Afternoon
2025-04-26,Transaction at Levis,3926.4,Clothing,Debit Card,Chicago,Savings,Debit,Desktop,INR,Subscription,No,Saturday,April,Night
2025-01-31,Transaction at Metro,4049.2,Transport,Debit Card,Boston,Current,Debit,Desktop,INR,Online Store,No,Friday,January,Afternoon
2025-05-10,Transaction at Uber,741.57,Transport,Debit Card,Houston,Current,Credit,Mobile,INR,Service,Yes,Saturday,May,Afternoon
2025-12-24,Transaction at BigBazaar,907.9,Grocery,Credit Card,Los Angeles,Savings,Debit,POS Terminal,INR,Retail,Yes,Wednesday,December,Night
2025-07-22,Transaction at Levis,2119.35,Clothing,UPI,Houston,Salary,Credit,Desktop,INR,Online Store,Yes,Tuesday,July,Evening
2025-10-08,Transaction at Subway,4646.4,Food,Debit Card,New York,Current,Credit,Desktop,INR,Retail,Yes,Wednesday,October,Evening
2025-10-29,Transaction at Walmart,1089.57,Grocery,UPI,Boston,Credit Card,Credit,POS Terminal,INR,Restaurant,Yes,Wednesday,October,Night
2025-06-16,Transaction at Starbucks,3775.98,Food,Debit Card,San Francisco,Salary,Credit,Desktop,INR,Restaurant,No,Monday,June,Afternoon
2025-07-05,Transaction at Nike,4674.3,Clothing,Debit Card,San Francisco,Salary,Credit,Mobile,INR,Retail,No,Saturday,July,Afternoon
2025-08-10,Transaction at Spotify,771.61,Entertainment,Net Banking,Houston,Savings,Credit,Desktop,INR,Retail,Yes,Sunday,August,Night
2025-11-12,Transaction at Metro,1006.18,Transport,Credit Card,New York,Savings,Credit,POS Terminal,INR,Subscription,No,Wednesday,November,Evening
2025-12-12,Transaction at H&M,992.27,Clothing,Cash,San Francisco,Salary,Credit,ATM,INR,Service,No,Friday,December,Morning
2025-10-11,Transaction at Sony,3602.13,Electronics,Credit Card,Houston,Savings,Credit,Desktop,INR,Subscription,No,Saturday,October,Night
2025-07-01,Transaction at Ola,1247.91,Transport,Cash,New York,Salary,Debit,POS Terminal,INR,Subscription,Yes,Tuesday,July,Morning
2025-06-02,Transaction at Adidas,4804.12,Clothing,UPI,San Francisco,Credit Card,Debit,Mobile,INR,Online Store,No,Monday,June,Night
2025-04-21,Transaction at Zara,4764.29,Clothing,Net Banking,New York,Salary,Debit,Desktop,INR,Service,No,Monday,April,Night
2025-10-22,Transaction at Netflix,1562.27,Entertainment,Credit Card,San Francisco,Credit Card,Credit,Desktop,INR,Retail,No,Wednesday,October,Morning
2025-08-27,Transaction at Subway,3393.28,Food,Cash,New York,Credit Card,Debit,POS Terminal,INR,Restaurant,Yes,Wednesday,August,Afternoon
2025-12-24,Transaction at Walmart,4026.69,Grocery,UPI,Houston,Savings,Credit,ATM,INR,Service,Yes,Wednesday,December,Morning
2025-06-22,Transaction at RedBus,59.07,Transport,UPI,Boston,Savings,Credit,POS Terminal,INR,Service,Yes,Sunday,June,Afternoon
2025-04-16,Transaction at Disney+,255.94,Entertainment,Net Banking,Chicago,Savings,Credit,POS Terminal,INR,Service,Yes,Wednesday,April,Evening
2025-04-09,Transaction at Amazon Prime,2592.55,Entertainment,Debit Card,Houston,Savings,Credit,Desktop,INR,Restaurant,Yes,Wednesday,April,Afternoon
2025-12-19,Transaction at HP,4177.93,Electronics,Cash,New York,Savings,Debit,ATM,INR,Restaurant,Yes,Friday,December,Afternoon
2025-05-05,Transaction at HP,1080.71,Electronics,Cash,Houston,Current,Credit,POS Terminal,INR,Restaurant,No,Monday,May,Night
2025-11-14,Transaction at Walmart,2583.41,Grocery,Debit Card,Houston,Salary,Credit,Mobile,INR,Retail,No,Friday,November,Morning
2025-12-11,Transaction at Subway,2425.92,Food,Cash,Boston,Current,Debit,ATM,INR,Restaurant,Yes,Thursday,December,Morning
2025-08-15,Transaction at Disney+,3410.81,Entertainment,UPI,San Francisco,Savings,Debit,POS Terminal,INR,Subscription,Yes,Friday,August,Night
2025-05-10,Transaction at Dell,1544.23,Electronics,Credit Card,Houston,Credit Card,Debit,Mobile,INR,Online Store,Yes,Saturday,May,Night
2025-06-15,Transaction at Levis,709.97,Clothing,Credit Card,Los Angeles,Savings,Credit,Mobile,INR,Subscription,No,Sunday,June,Night
2025-10-15,Transaction at YouTube Premium,4193.03,Entertainment,Cash,New York,Savings,Debit,Mobile,INR,Restaurant,Yes,Wednesday,October,Evening
2025-09-04,Transaction at Metro,2878.23,Transport,Net Banking,Los Angeles,Current,Credit,ATM,INR,Restaurant,Yes,Thursday,September,Afternoon
2025-11-28,Transaction at Sony,2490.99,Electronics,Credit Card,Los Angeles,Savings,Credit,Desktop,INR,Subscription,Yes,Friday,November,Night
2025-09-23,Transaction at HP,2211.39,Electronics,Net Banking,New York,Credit Card,Credit,Mobile,INR,Service,Yes,Tuesday,September,Night
2025-10-05,Transaction at Adidas,3877.38,Clothing,Net Banking,New York,Credit Card,Credit,Desktop,INR,Restaurant,No,Sunday,October,Morning
2025-08-06,Transaction at Spotify,3222.83,Entertainment,Credit Card,Los Angeles,Salary,Credit,Desktop,INR,Restaurant,Yes,Wednesday,August,Evening
2025-10-27,Transaction at H&M,1764.93,Clothing,Credit Card,San Francisco,Salary,Credit,Mobile,INR,Subscription,No,Monday,October,Night
2025-05-11,Transaction at Subway,355.71,Food,UPI,Chicago,Current,Debit,Mobile,INR,Service,Yes,Sunday,May,Morning
2025-03-10,Transaction at Metro,3916.23,Transport,Credit Card,Los Angeles,Salary,Debit,ATM,INR,Retail,No,Monday,March,Evening
2025-10-10,Transaction at Costco,4324.6,Grocery,Credit Card,Houston,Credit Card,Credit,ATM,INR,Restaurant,No,Friday,October,Night
2025-06-11,Transaction at Dominos,929.0,Food,Credit Card,Los Angeles,Credit Card,Debit,Mobile,INR,Online Store,Yes,Wednesday,June,Night
2025-07-20,Transaction at H&M,1645.54,Clothing,Debit Card,Chicago,Current,Debit,POS Terminal,INR,Service,Yes,Sunday,July,Evening
2025-11-21,Transaction at Dominos,1705.7,Food,Credit Card,Chicago,Current,Credit,POS Terminal,INR,Retail,No,Friday,November,Evening
2025-01-14,Transaction at H&M,4624.43,Clothing,Credit Card,New York,Salary,Credit,Desktop,INR,Service,No,Tuesday,January,Evening
2025-06-12,Transaction at Zara,2829.66,Clothing,Cash,Los Angeles,Savings,Credit,Mobile,INR,Retail,No,Thursday,June,Afternoon
2025-10-03,Transaction at Amazon Prime,837.03,Entertainment,UPI,New York,Current,Credit,ATM,INR,Restaurant,No,Friday,October,Afternoon
2025-08-14,Transaction at Disney+,1570.64,Entertainment,UPI,Houston,Savings,Debit,POS Terminal,INR,Subscription,No,Thursday,August,Afternoon
2025-02-03,Transaction at RedBus,4516.76,Transport,Net Banking,Los Angeles,Savings,Credit,ATM,INR,Restaurant,No,Monday,February,Night
2025-01-27,Transaction at Spotify,2312.4,Entertainment,Credit Card,Chicago,Salary,Debit,ATM,INR,Retail,Yes,Monday,January,Morning
2025-07-26,Transaction at Target,3349.3,Grocery,UPI,Houston,Credit Card,Credit,POS Terminal,INR,Service,Yes,Saturday,July,Night
2025-08-04,Transaction at McDonalds,3505.14,Food,UPI,Chicago,Credit Card,Debit,POS Terminal,INR,Online Store,No,Monday,August,Afternoon
2025-08-26,Transaction at BigBazaar,420.79,Grocery,UPI,San Francisco,Current,Debit,ATM,INR,Service,No,Tuesday,August,Night
2025-11-25,Transaction at Lyft,2851.22,Transport,Cash,Boston,Current,Credit,Desktop,INR,Restaurant,Yes,Tuesday,November,Night
2025-10-27,Transaction at Zara,674.3,Clothing,UPI,New York,Savings,Credit,POS Terminal,INR,Restaurant,Yes,Monday,October,Night
2025-11-27,Transaction at BigBazaar,4627.19,Grocery,Debit Card,Chicago,Credit Card,Credit,POS Terminal,INR,Service,No,Thursday,November,Afternoon
2025-07-16,Transaction at Ola,3000.69,Transport,Credit Card,Houston,Credit Card,Debit,ATM,INR,Online Store,Yes,Wednesday,July,Evening
2025-08-06,Transaction at Lyft,352.19,Transport,Credit Card,New York,Salary,Credit,ATM,INR,Retail,Yes,Wednesday,August,Night
2025-03-04,Transaction at Disney+,595.05,Entertainment,Credit Card,Chicago,Savings,Debit,POS Terminal,INR,Service,Yes,Tuesday,March,Night
2025-10-08,Transaction at KFC,725.92,Food,Credit Card,Houston,Salary,Debit,POS Terminal,INR,Subscription,Yes,Wednesday,October,Afternoon
2025-02-14,Transaction at Apple,2454.92,Electronics,Net Banking,Los Angeles,Credit Card,Debit,Mobile,INR,Retail,No,Friday,February,Afternoon
2025-05-15,Transaction at BigBazaar,2536.93,Grocery,Cash,San Francisco,Salary,Debit,Desktop,INR,Online Store,Yes,Thursday,May,Evening
2025-04-10,Transaction at Subway,4146.78,Food,Credit Card,Chicago,Salary,Debit,ATM,INR,Online Store,No,Thursday,April,Night
2025-09-20,Transaction at HP,4630.36,Electronics,Credit Card,New York,Credit Card,Debit,Desktop,INR,Restaurant,No,Saturday,September,Night
2025-01-20,Transaction at YouTube Premium,1322.24,Entertainment,UPI,Chicago,Credit Card,Credit,ATM,INR,Service,Yes,Monday,January,Night
2025-04-14,Transaction at Zara,2537.07,Clothing,Credit Card,Chicago,Savings,Credit,Mobile,INR,Service,Yes,Monday,April,Night
2025-01-15,Transaction at Dominos,3755.83,Food,Debit Card,Los Angeles,Credit Card,Credit,ATM,INR,Service,Yes,Wednesday,January,Afternoon
2025-10-09,Transaction at Starbucks,838.43,Food,Debit Card,San Francisco,Current,Debit,Mobile,INR,Service,No,Thursday,October,Afternoon
2025-09-13,Transaction at Zara,306.27,Clothing,Debit Card,San Francisco,Salary,Credit,POS Terminal,INR,Service,No,Saturday,September,Morning
