Date,Description,Amount,Category,PaymentMethod,MerchantType,Month
22-04-2025,Starbucks,3236.05,Food,Net Banking,Service,April
05-10-2025,Starbucks,967.71,Food,Credit Card,Online Store,October
04-02-2025,Dell,3142.63,Electronics,UPI,Service,February
29-04-2025,Target,3836.25,Grocery,Cash,Restaurant,April
08-06-2025,Disney+,2457.3,Entertainment,Debit Card,Retail,June
13-02-2025,Disney+,4561.78,Entertainment,Net Banking,Service,February
17-08-2025,McDonalds,2984.78,Food,Net Banking,Restaurant,August
15-09-2025,Sony,2765.59,Electronics,Credit Card,Restaurant,September
06-06-2025,Adidas,3035.01,Clothing,UPI,Retail,June
13-07-2025,H&M,4415.07,Clothing,Net Banking,Subscription,July
24-05-2025,Dell,3791.79,Electronics,Net Banking,Restaurant,May
28-04-2025,Netflix,1983.76,Entertainment,Debit Card,Online Store,April
25-11-2025,Zara,3828.43,Clothing,Debit Card,Retail,November
22-05-2025,Ola,551.93,Transport,Net Banking,Subscription,May
01-11-2025,Amazon Prime,1910.95,Entertainment,Credit Card,Restaurant,November
03-03-2025,Samsung,1465.67,Electronics,UPI,Online Store,March
30-05-2025,McDonalds,3801.67,Food,Debit Card,Service,May
10-03-2025,Costco,4004.76,Grocery,Net Banking,Restaurant,March
09-02-2025,Nike,1718.01,Clothing,Credit Card,Retail,February
16-06-2025,Nike,3386.57,Clothing,UPI,Retail,June
28-04-2025,Spotify,1903.34,Entertainment,Debit Card,Service,April
19-12-2025,HP,1907.5,Electronics,Net Banking,Retail,December
23-07-2025,Target,3079.11,Grocery,UPI,Restaurant,July
31-03-2025,Dominos,3913.69,Food,Credit Card,Retail,March
29-09-2025,Starbucks,3801.36,Food,Cash,Retail,September
08-06-2025,Costco,3146.95,Grocery,Cash,Retail,June
04-03-2025,Lyft,2957.56,Transport,Cash,Online Store,March
11-09-2025,Dominos,4788.84,Food,Credit Card,Retail,September
27-08-2025,McDonalds,113.4,Food,Credit Card,Retail,August
09-07-2025,Target,3939.01,Grocery,UPI,Retail,July
21-04-2025,Disney+,3439.71,Entertainment,Debit Card,Subscription,April
14-10-2025,RedBus,541.5,Transport,Cash,Subscription,October
15-04-2025,Levis,2335.06,Clothing,Credit Card,Restaurant,April
01-10-2025,Amazon Prime,3797.85,Entertainment,Net Banking,Restaurant,October
02-03-2025,Dell,4231.61,Electronics,Debit Card,Online Store,March
05-04-2025,Dell,3684.13,Electronics,Credit Card,Restaurant,April
08-12-2025,Amazon Prime,167.98,Entertainment,Cash,Online Store,December
08-01-2025,Spotify,3433.2,Entertainment,Cash,Retail,January
17-02-2025,Dell,3773.52,Electronics,Credit Card,Subscription,February
28-06-2025,Samsung,2651.32,Electronics,Credit Card,Service,June
20-04-2025,Costco,2043.86,Grocery,Cash,Retail,April
09-03-2025,KFC,4437.1,Food,Credit Card,Restaurant,March
05-10-2025,Adidas,1306.22,Clothing,Net Banking,Online Store,October
29-09-2025,McDonalds,518.02,Food,Debit Card,Retail,September
16-12-2025,Sony,989.91,Electronics,Debit Card,Service,December
14-04-2025,Costco,4827.1,Grocery,Debit Card,Restaurant,April
10-02-2025,Adidas,2106.43,Clothing,Net Banking,Subscription,February
05-08-2025,Uber,4868.93,Transport,Debit Card,Online Store,August
10-07-2025,Ola,2704.22,Transport,Credit Card,Subscription,July
04-10-2025,Adidas,3636.85,Clothing,Debit Card,Service,October
19-01-2025,Sony,4718.31,Electronics,UPI,Service,January
14-08-2025,Metro,183.03,Transport,Credit Card,Restaurant,August
08-01-2025,Spotify,740.22,Entertainment,UPI,Service,January
03-10-2025,Starbucks,4183.51,Food,Net Banking,Online Store,October
29-12-2025,H&M,1932.29,Clothing,Net Banking,Restaurant,December
09-04-2025,YouTube Premium,3451.61,Entertainment,Credit Card,Online Store,April
31-07-2025,Metro,1957.12,Transport,Cash,Service,July
19-09-2025,Dell,4682.82,Electronics,Cash,Restaurant,September
08-01-2025,Samsung,4131.2,Electronics,UPI,Online Store,January
03-09-2025,HP,1834.34,Electronics,Cash,Restaurant,September
04-04-2025,RedBus,4855.51,Transport,Credit Card,Retail,April
28-07-2025,BigBazaar,1346.83,Grocery,Cash,Restaurant,July
22-06-2025,Netflix,647.69,Entertainment,Cash,Subscription,June
09-09-2025,Apple,3851.02,Electronics,UPI,Restaurant,September
31-01-2025,HP,1477.7,Electronics,Debit Card,Retail,January
04-09-2025,McDonalds,2614.49,Food,Cash,Subscription,September
15-05-2025,Netflix,235.28,Entertainment,Debit Card,Online Store,May
21-11-2025,Target,4207.54,Grocery,UPI,Online Store,November
10-10-2025,Starbucks,4201.39,Food,Credit Card,Subscription,October
08-02-2025,Amazon Prime,2190.78,Entertainment,Credit Card,Service,February
18-11-2025,Target,2763.5,Grocery,Cash,Online Store,November
21-01-2025,McDonalds,1052.74,Food,Cash,Restaurant,January
03-10-2025,BigBazaar,3889.77,Grocery,UPI,Service,October
20-11-2025,Amazon Prime,1789.6,Entertainment,Cash,Online Store,November
04-05-2025,Amazon Prime,2069.39,Entertainment,Cash,Subscription,May
07-07-2025,Dell,920.32,Electronics,Cash,Online Store,July
18-01-2025,H&M,545.29,Clothing,Debit Card,Online Store,January
11-10-2025,BigBazaar,1813.68,Grocery,Credit Card,Online Store,October
09-05-2025,Spotify,4800.95,Entertainment,Debit Card,Service,May
25-11-2025,Lyft,534.7,Transport,Debit Card,Subscription,November
06-04-2025,Adidas,333.34,Clothing,UPI,Online Store,April
02-01-2025,Levis,3690.47,Clothing,Net Banking,Service,January
23-09-2025,Uber,2847.96,Transport,UPI,Online Store,September
17-03-2025,Ola,1632.83,Transport,Net Banking,Online Store,March
20-04-2025,Walmart,2648.49,Grocery,UPI,Online Store,April
25-12-2025,Adidas,847.58,Clothing,Debit Card,Retail,December
20-09-2025,BigBazaar,2522.39,Grocery,Net Banking,Restaurant,September
04-04-2025,Tesco,1700.04,Grocery,Net Banking,Subscription,April
27-01-2025,Dominos,4650.09,Food,Debit Card,Service,January
14-07-2025,Target,807.28,Grocery,UPI,Service,July
08-01-2025,Disney+,824.37,Entertainment,Debit Card,Online Store,January
27-08-2025,Apple,2386.43,Electronics,Credit Card,Restaurant,August
15-04-2025,Metro,3642.23,Transport,Debit Card,Retail,April
18-02-2025,H&M,1420.94,Clothing,Debit Card,Online Store,February
25-08-2025,Samsung,2253.02,Electronics,Cash,Subscription,August
18-11-2025,Uber,2287.04,Transport,Credit Card,Subscription,November
04-06-2025,Apple,1673.98,Electronics,Cash,Service,June
18-06-2025,Nike,4660.01,Clothing,Cash,Online Store,June
21-10-2025,Nike,2851.51,Clothing,Credit Card,Service,October
08-02-2025,Lyft,2625.91,Transport,Net Banking,Online Store,February
30-08-2025,YouTube Premium,158.13,Entertainment,UPI,Subscription,August
20-07-2025,Samsung,4954.23,Electronics,UPI,Online Store,July
11-12-2025,Sony,2402.73,Electronics,Cash,Subscription,December
04-04-2025,Starbucks,4074,Food,Debit Card,Subscription,April
23-08-2025,Dominos,3461.22,Food,Credit Card,Service,August
18-01-2025,KFC,3099.81,Food,Debit Card,Subscription,January
11-04-2025,McDonalds,658.33,Food,Debit Card,Subscription,April
22-10-2025,Levis,1736.45,Clothing,Credit Card,Restaurant,October
25-01-2025,Amazon Prime,776.77,Entertainment,Cash,Retail,January
25-11-2025,RedBus,475.35,Transport,Cash,Subscription,November
26-12-2025,Netflix,4228.9,Entertainment,Net Banking,Restaurant,December
12-05-2025,Dell,3565.11,Electronics,Net Banking,Retail,May
10-09-2025,Sony,701.81,Electronics,Net Banking,Online Store,September
05-04-2025,Levis,548.12,Clothing,Credit Card,Retail,April
29-09-2025,Target,94.46,Grocery,Credit Card,Online Store,September
22-01-2025,Samsung,1964.88,Electronics,Cash,Service,January
25-07-2025,Subway,2302.18,Food,Credit Card,Subscription,July
15-04-2025,H&M,1530.8,Clothing,Cash,Restaurant,April
16-01-2025,Zara,1054.28,Clothing,Cash,Subscription,January
20-10-2025,Spotify,2290.82,Entertainment,Credit Card,Online Store,October
28-09-2025,H&M,1066.38,Clothing,Cash,Subscription,September
15-08-2025,Disney+,1158.06,Entertainment,UPI,Online Store,August
16-09-2025,Sony,4325.55,Electronics,Credit Card,Restaurant,September
07-09-2025,Dominos,1641.97,Food,Net Banking,Online Store,September
15-03-2025,Costco,2275.84,Grocery,Net Banking,Retail,March
22-07-2025,Samsung,1170.01,Electronics,Cash,Service,July
14-09-2025,Sony,138.58,Electronics,UPI,Service,September
28-05-2025,McDonalds,2425.77,Food,Credit Card,Online Store,May
09-10-2025,Dominos,3477.82,Food,Credit Card,Retail,October
05-08-2025,BigBazaar,1498.4,Grocery,Credit Card,Retail,August
02-05-2025,H&M,3412.95,Clothing,UPI,Service,May
01-10-2025,Dominos,3586.6,Food,Credit Card,Subscription,October
23-05-2025,HP,986.14,Electronics,Credit Card,Subscription,May
27-02-2025,Lyft,2842.59,Transport,UPI,Retail,February
23-11-2025,Samsung,1024.72,Electronics,Net Banking,Subscription,November
17-10-2025,HP,1477.25,Electronics,UPI,Restaurant,October
19-11-2025,Uber,77.78,Transport,Debit Card,Restaurant,November
11-06-2025,Subway,4125.88,Food,Cash,Online Store,June
05-03-2025,Nike,2555.76,Clothing,Net Banking,Subscription,March
10-05-2025,McDonalds,3660.3,Food,Debit Card,Retail,May
09-03-2025,Netflix,1288.95,Entertainment,Cash,Service,March
08-03-2025,H&M,1199.4,Clothing,UPI,Subscription,March
17-08-2025,HP,2910.83,Electronics,Cash,Retail,August
29-05-2025,Netflix,2539.56,Entertainment,Credit Card,Retail,May
30-01-2025,Costco,2027.6,Grocery,Cash,Restaurant,January
07-07-2025,Ola,1800.77,Transport,Debit Card,Subscription,July
13-07-2025,HP,332.73,Electronics,Debit Card,Retail,July
18-11-2025,BigBazaar,2731.74,Grocery,Credit Card,Restaurant,November
17-09-2025,Netflix,4293.61,Entertainment,UPI,Service,September
24-05-2025,Apple,2736.63,Electronics,UPI,Online Store,May
15-11-2025,Dominos,4029.94,Food,Credit Card,Online Store,November
15-06-2025,Amazon Prime,526.89,Entertainment,Cash,Service,June
31-10-2025,Lyft,4364.8,Transport,UPI,Online Store,October
02-11-2025,Zara,2518.98,Clothing,UPI,Subscription,November
17-07-2025,Subway,623.89,Food,Credit Card,Subscription,July
24-12-2025,Starbucks,3922.62,Food,Credit Card,Restaurant,December
25-08-2025,Zara,1407.93,Clothing,UPI,Retail,August
17-12-2025,Disney+,2152.02,Entertainment,Debit Card,Retail,December
09-11-2025,RedBus,2653.15,Transport,UPI,Online Store,November
13-03-2025,Apple,2747.65,Electronics,UPI,Service,March
16-11-2025,Walmart,2690.12,Grocery,Net Banking,Online Store,November
05-11-2025,Levis,1164.52,Clothing,Debit Card,Subscription,November
02-04-2025,Netflix,4416.98,Entertainment,Cash,Online Store,April
28-07-2025,Zara,2633.48,Clothing,Credit Card,Subscription,July
09-06-2025,Netflix,3677.52,Entertainment,Net Banking,Retail,June
09-01-2025,Zara,3871.98,Clothing,Credit Card,Restaurant,January
15-04-2025,Uber,154.58,Transport,UPI,Service,April
19-07-2025,Uber,3738.97,Transport,Cash,Service,July
30-01-2025,Uber,3662.1,Transport,UPI,Subscription,January
14-07-2025,Nike,2575.97,Clothing,Debit Card,Retail,July
15-03-2025,Costco,1866.43,Grocery,Credit Card,Restaurant,March
21-05-2025,KFC,2083.14,Food,Credit Card,Restaurant,May
27-03-2025,McDonalds,3288.36,Food,Credit Card,Restaurant,March
27-10-2025,Metro,4260.45,Transport,Debit Card,Retail,October
14-07-2025,BigBazaar,2698.02,Grocery,Debit Card,Retail,July
23-08-2025,Netflix,850.82,Entertainment,Cash,Service,August
11-01-2025,Nike,2697.88,Clothing,Debit Card,Service,January
25-02-2025,RedBus,3698.15,Transport,Net Banking,Online Store,February
18-12-2025,KFC,2400.95,Food,Cash,Restaurant,December
25-04-2025,Walmart,3594.93,Grocery,Net Banking,Subscription,April
06-06-2025,Disney+,3890.39,Entertainment,Net Banking,Restaurant,June
22-02-2025,Lyft,1229.4,Transport,Credit Card,Retail,February
23-08-2025,Netflix,1604.78,Entertainment,Cash,Service,August
31-08-2025,Ola,4168.35,Transport,UPI,Subscription,August
14-08-2025,H&M,385.57,Clothing,UPI,Retail,August
17-02-2025,Metro,3025.78,Transport,UPI,Subscription,February
20-06-2025,Target,1646.11,Grocery,Cash,Restaurant,June
19-06-2025,H&M,3419.16,Clothing,UPI,Service,June
31-01-2025,KFC,3028.32,Food,Credit Card,Online Store,January
12-03-2025,Netflix,2148.92,Entertainment,Credit Card,Online Store,March
25-06-2025,Costco,1834.29,Grocery,Cash,Online Store,June
29-03-2025,Target,2319.12,Grocery,Credit Card,Service,March
11-07-2025,Dominos,4757.5,Food,Credit Card,Retail,July
14-01-2025,Lyft,2299.81,Transport,Cash,Service,January
18-02-2025,YouTube Premium,187.63,Entertainment,Credit Card,Service,February
13-11-2025,Spotify,3298.69,Entertainment,UPI,Restaurant,November
15-12-2025,Adidas,3979.61,Clothing,Net Banking,Service,December
11-09-2025,Metro,250.1,Transport,UPI,Restaurant,September
01-11-2025,McDonalds,1215,Food,Cash,Retail,November
08-11-2025,KFC,3121.98,Food,Cash,Service,November
17-07-2025,Spotify,3228.37,Entertainment,Credit Card,Service,July
18-10-2025,Metro,1002.8,Transport,UPI,Retail,October
09-04-2025,Spotify,3811.73,Entertainment,Debit Card,Restaurant,April
22-09-2025,KFC,4226.58,Food,Debit Card,Subscription,September
28-07-2025,McDonalds,2091.18,Food,Debit Card,Restaurant,July
26-11-2025,Disney+,1931.37,Entertainment,Cash,Retail,November
07-04-2025,Walmart,816.99,Grocery,Net Banking,Online Store,April
23-11-2025,Apple,4582.8,Electronics,UPI,Subscription,November
12-05-2025,KFC,2494.38,Food,Credit Card,Service,May
16-10-2025,McDonalds,384.18,Food,UPI,Service,October
07-03-2025,Adidas,1787.84,Clothing,Credit Card,Online Store,March
24-06-2025,Adidas,2082.04,Clothing,Net Banking,Online Store,June
27-04-2025,BigBazaar,1650.88,Grocery,UPI,Service,April
02-02-2025,Dominos,4723.29,Food,UPI,Retail,February
30-12-2025,Dell,3589.48,Electronics,Net Banking,Retail,December
30-06-2025,Netflix,43.96,Entertainment,Credit Card,Online Store,June
13-07-2025,Amazon Prime,1511.03,Entertainment,Debit Card,Online Store,July
23-02-2025,Netflix,4673.59,Entertainment,Credit Card,Online Store,February
10-06-2025,Spotify,85.08,Entertainment,Debit Card,Online Store,June
29-12-2025,RedBus,1334.06,Transport,Net Banking,Service,December
04-11-2025,Zara,800.95,Clothing,Credit Card,Restaurant,November
21-01-2025,Spotify,3736.35,Entertainment,Debit Card,Subscription,January
27-10-2025,Starbucks,4222.87,Food,Debit Card,Service,October
15-09-2025,KFC,1476.29,Food,UPI,Retail,September
18-12-2025,Apple,4280.57,Electronics,Net Banking,Service,December
17-02-2025,Netflix,1331.44,Entertainment,UPI,Subscription,February
25-06-2025,Walmart,311.22,Grocery,Cash,Service,June
18-04-2025,BigBazaar,3425.24,Grocery,Net Banking,Subscription,April
05-09-2025,Spotify,3007.98,Entertainment,Cash,Subscription,September
09-09-2025,Target,2016.12,Grocery,Debit Card,Restaurant,September
23-05-2025,Levis,4774.36,Clothing,UPI,Retail,May
25-03-2025,Uber,1519.08,Transport,UPI,Restaurant,March
01-03-2025,Ola,1090.75,Transport,UPI,Subscription,March
05-03-2025,Levis,2612.19,Clothing,UPI,Restaurant,March
10-09-2025,Costco,4743.3,Grocery,UPI,Restaurant,September
26-01-2025,Levis,329.93,Clothing,Net Banking,Retail,January
16-09-2025,RedBus,4911.83,Transport,Net Banking,Service,September
08-03-2025,Netflix,4288.08,Entertainment,UPI,Online Store,March
14-07-2025,Lyft,3638.56,Transport,Net Banking,Retail,July
05-12-2025,Sony,499.57,Electronics,UPI,Online Store,December
27-07-2025,BigBazaar,4834.63,Grocery,Net Banking,Restaurant,July
10-01-2025,Subway,1903.95,Food,Credit Card,Subscription,January
05-08-2025,Nike,2525.19,Clothing,Cash,Online Store,August
04-11-2025,Netflix,4212.53,Entertainment,Net Banking,Service,November
16-02-2025,Levis,2219.68,Clothing,Net Banking,Retail,February
24-03-2025,Sony,2053.14,Electronics,UPI,Subscription,March
03-07-2025,Nike,2596.02,Clothing,Credit Card,Service,July
04-06-2025,Metro,1296.34,Transport,Net Banking,Service,June
02-11-2025,Subway,4539.13,Food,UPI,Restaurant,November
03-03-2025,Costco,2958.48,Grocery,UPI,Online Store,March
27-12-2025,Target,840.48,Grocery,Net Banking,Subscription,December
23-11-2025,BigBazaar,1547.55,Grocery,Net Banking,Subscription,November
01-06-2025,Apple,1128.92,Electronics,UPI,Service,June
16-02-2025,Sony,2104.41,Electronics,Cash,Online Store,February
18-08-2025,Tesco,4877.15,Grocery,Debit Card,Subscription,August
24-11-2025,Costco,1769.3,Grocery,UPI,Service,November
19-01-2025,Adidas,734.15,Clothing,Credit Card,Service,January
20-06-2025,Walmart,317.38,Grocery,Cash,Restaurant,June
27-04-2025,H&M,3842.53,Clothing,UPI,Restaurant,April
04-01-2025,Levis,3152.53,Clothing,Net Banking,Online Store,January
10-04-2025,H&M,1052.47,Clothing,Net Banking,Restaurant,April
23-10-2025,Adidas,752.32,Clothing,Net Banking,Subscription,October
12-05-2025,Target,1361.13,Grocery,UPI,Subscription,May
01-03-2025,Disney+,4711.47,Entertainment,Credit Card,Restaurant,March
04-04-2025,Sony,585.81,Electronics,Net Banking,Online Store,April
02-06-2025,Levis,3488.65,Clothing,Cash,Restaurant,June
17-06-2025,Costco,1841.72,Grocery,UPI,Subscription,June
05-05-2025,Walmart,3579.29,Grocery,Credit Card,Retail,May
30-11-2025,Dominos,4802.88,Food,Credit Card,Subscription,November
05-01-2025,BigBazaar,2105.53,Grocery,UPI,Retail,January
08-02-2025,Adidas,17.1,Clothing,Cash,Retail,February
07-09-2025,Subway,511.01,Food,UPI,Restaurant,September
30-03-2025,Sony,1108.84,Electronics,Debit Card,Restaurant,March
30-12-2025,Levis,3078.65,Clothing,UPI,Service,December
18-06-2025,Nike,254.56,Clothing,Debit Card,Online Store,June
29-08-2025,Dominos,3999.88,Food,Net Banking,Online Store,August
20-01-2025,YouTube Premium,1580.36,Entertainment,Credit Card,Service,January
07-07-2025,Starbucks,4037.01,Food,Credit Card,Subscription,July
21-07-2025,H&M,1189.13,Clothing,Credit Card,Service,July
14-07-2025,Levis,4524.9,Clothing,Credit Card,Retail,July
27-03-2025,Spotify,1399.88,Entertainment,Debit Card,Service,March
06-04-2025,Target,2797.19,Grocery,Cash,Subscription,April
26-06-2025,Netflix,4623.36,Entertainment,Cash,Retail,June
27-05-2025,Sony,2530.34,Electronics,Debit Card,Subscription,May
20-02-2025,KFC,2842.18,Food,Cash,Restaurant,February
06-05-2025,HP,3323.84,Electronics,Credit Card,Subscription,May
31-05-2025,Dominos,1045.41,Food,Cash,Retail,May
02-11-2025,Lyft,1899.15,Transport,Debit Card,Subscription,November
12-08-2025,Adidas,1028.88,Clothing,UPI,Online Store,August
05-03-2025,Dominos,802.55,Food,UPI,Online Store,March
08-02-2025,Ola,3312.41,Transport,Credit Card,Subscription,February
15-06-2025,Target,1921.25,Grocery,UPI,Restaurant,June
25-05-2025,H&M,3750.66,Clothing,Net Banking,Service,May
26-07-2025,Target,1247.28,Grocery,Debit Card,Service,July
06-12-2025,HP,505.18,Electronics,Credit Card,Online Store,December
20-12-2025,Amazon Prime,487.4,Entertainment,Debit Card,Retail,December
10-12-2025,Metro,587.25,Transport,Net Banking,Retail,December
09-01-2025,Zara,1605.18,Clothing,UPI,Service,January
03-04-2025,YouTube Premium,1516.25,Entertainment,Credit Card,Restaurant,April
15-04-2025,H&M,574.71,Clothing,UPI,Online Store,April
27-04-2025,YouTube Premium,4433.32,Entertainment,Debit Card,Subscription,April
11-01-2025,Costco,1252.62,Grocery,UPI,Online Store,January
25-02-2025,Ola,2992.69,Transport,Debit Card,Service,February
04-07-2025,Uber,4265.74,Transport,Credit Card,Online Store,July
20-10-2025,McDonalds,3146.39,Food,Credit Card,Restaurant,October
29-01-2025,Dominos,2000.56,Food,UPI,Restaurant,January
03-02-2025,HP,4815.02,Electronics,Cash,Retail,February
21-03-2025,RedBus,1282.79,Transport,Credit Card,Restaurant,March
11-11-2025,Ola,43.1,Transport,Net Banking,Restaurant,November
10-05-2025,Ola,4482.02,Transport,Credit Card,Service,May
27-08-2025,Metro,2043.36,Transport,Credit Card,Service,August
07-04-2025,BigBazaar,3236.03,Grocery,Cash,Restaurant,April
16-07-2025,Disney+,3242.02,Entertainment,Credit Card,Restaurant,July
24-06-2025,YouTube Premium,4198.83,Entertainment,Net Banking,Online Store,June
24-04-2025,Adidas,4510.37,Clothing,Debit Card,Restaurant,April
13-07-2025,Starbucks,2445.78,Food,Credit Card,Service,July
17-02-2025,McDonalds,2519.01,Food,Credit Card,Restaurant,February
04-12-2025,Metro,2579.26,Transport,Credit Card,Subscription,December
17-03-2025,Subway,3526.5,Food,Cash,Service,March
08-03-2025,KFC,1192.74,Food,Credit Card,Restaurant,March
15-11-2025,Costco,4791.18,Grocery,UPI,Online Store,November
13-02-2025,Spotify,3320.1,Entertainment,Debit Card,Online Store,February
08-02-2025,Disney+,4651.82,Entertainment,Debit Card,Restaurant,February
17-03-2025,Dell,4360.63,Electronics,Net Banking,Restaurant,March
03-11-2025,YouTube Premium,1571.85,Entertainment,Net Banking,Retail,November
08-09-2025,Costco,3400.3,Grocery,Debit Card,Online Store,September
16-04-2025,Levis,513.98,Clothing,Debit Card,Retail,April
26-12-2025,RedBus,3502.02,Transport,Credit Card,Subscription,December
02-03-2025,Disney+,1739.43,Entertainment,Cash,Restaurant,March
10-02-2025,Subway,3747.08,Food,Credit Card,Online Store,February
09-12-2025,Uber,378.57,Transport,Credit Card,Restaurant,December
17-04-2025,Netflix,4620.47,Entertainment,Net Banking,Restaurant,April
09-09-2025,Dell,1889.7,Electronics,Cash,Service,September
19-08-2025,BigBazaar,2003.01,Grocery,UPI,Service,August
08-03-2025,Samsung,1046.75,Electronics,Net Banking,Retail,March
22-02-2025,Nike,4194.85,Clothing,Credit Card,Restaurant,February
06-08-2025,Subway,2243.3,Food,Debit Card,Retail,August
24-09-2025,Amazon Prime,1295.28,Entertainment,Credit Card,Retail,September
20-05-2025,Zara,3282.45,Clothing,UPI,Online Store,May
01-02-2025,BigBazaar,597.27,Grocery,UPI,Service,February
14-05-2025,KFC,888.01,Food,Cash,Retail,May
09-07-2025,McDonalds,3141.53,Food,Debit Card,Retail,July
30-06-2025,Dell,4614.36,Electronics,UPI,Subscription,June
29-12-2025,Uber,1997.28,Transport,UPI,Retail,December
14-03-2025,Spotify,685.85,Entertainment,Debit Card,Retail,March
16-12-2025,Spotify,4243.06,Entertainment,UPI,Online Store,December
01-12-2025,Apple,2201.66,Electronics,Cash,Online Store,December
08-09-2025,Dell,3968.69,Electronics,Cash,Subscription,September
04-11-2025,Levis,1423.01,Clothing,Cash,Subscription,November
01-10-2025,Spotify,563.81,Entertainment,Cash,Restaurant,October
16-09-2025,Adidas,1522.9,Clothing,Net Banking,Retail,September
23-12-2025,Levis,359.09,Clothing,Debit Card,Subscription,December
27-05-2025,BigBazaar,1438.69,Grocery,Net Banking,Retail,May
25-04-2025,Dell,2169.4,Electronics,Cash,Subscription,April
29-05-2025,Metro,4286.8,Transport,Cash,Subscription,May
25-02-2025,Walmart,1372.78,Grocery,Net Banking,Online Store,February
29-12-2025,Costco,4259.57,Grocery,Net Banking,Service,December
25-05-2025,Target,1768.15,Grocery,Cash,Restaurant,May
22-02-2025,H&M,3566.13,Clothing,Credit Card,Subscription,February
12-07-2025,Tesco,809.51,Grocery,UPI,Service,July
03-03-2025,Target,4995.72,Grocery,Net Banking,Subscription,March
24-02-2025,RedBus,4851.89,Transport,UPI,Online Store,February
06-03-2025,Ola,3334.45,Transport,Cash,Subscription,March
30-04-2025,H&M,3524.5,Clothing,Credit Card,Restaurant,April
24-03-2025,RedBus,4389.54,Transport,Debit Card,Restaurant,March
04-06-2025,Ola,29.79,Transport,UPI,Restaurant,June
15-07-2025,Ola,3007,Transport,Net Banking,Retail,July
14-04-2025,Nike,3225.66,Clothing,Net Banking,Subscription,April
22-12-2025,Zara,409.58,Clothing,Net Banking,Online Store,December
22-06-2025,Amazon Prime,1700.41,Entertainment,Debit Card,Retail,June
15-02-2025,Lyft,4814.86,Transport,Cash,Restaurant,February
19-05-2025,Levis,4347.38,Clothing,Credit Card,Retail,May
22-05-2025,RedBus,352.23,Transport,Debit Card,Restaurant,May
04-05-2025,Target,1760.68,Grocery,Net Banking,Subscription,May
31-03-2025,Sony,2500.33,Electronics,Cash,Retail,March
17-09-2025,HP,1398.61,Electronics,Debit Card,Restaurant,September
02-07-2025,Amazon Prime,3351.77,Entertainment,Credit Card,Restaurant,July
08-09-2025,Nike,4952.52,Clothing,Debit Card,Subscription,September
30-01-2025,Walmart,3920.94,Grocery,UPI,Service,January
06-05-2025,Dominos,201.66,Food,UPI,Retail,May
18-08-2025,Netflix,2501.32,Entertainment,Cash,Retail,August
21-05-2025,Apple,2918.86,Electronics,Credit Card,Online Store,May
14-09-2025,Samsung,1566.15,Electronics,Debit Card,Service,September
16-08-2025,YouTube Premium,4787.78,Entertainment,Cash,Online Store,August
05-08-2025,Disney+,2591.67,Entertainment,Credit Card,Subscription,August
12-03-2025,Spotify,1951.82,Entertainment,Debit Card,Retail,March
05-04-2025,Walmart,899.69,Grocery,Net Banking,Online Store,April
01-11-2025,KFC,1235.33,Food,Net Banking,Restaurant,November
30-03-2025,Levis,60.01,Clothing,Credit Card,Online Store,March
25-03-2025,Walmart,31.17,Grocery,Net Banking,Service,March
26-07-2025,Tesco,3484.62,Grocery,Net Banking,Service,July
10-11-2025,McDonalds,551.39,Food,Debit Card,Service,November
30-09-2025,Samsung,1518.76,Electronics,Cash,Subscription,September
22-10-2025,Spotify,502,Entertainment,Credit Card,Online Store,October
02-04-2025,Dominos,3021.18,Food,Net Banking,Restaurant,April
07-08-2025,RedBus,3276.39,Transport,Credit Card,Retail,August
25-12-2025,Disney+,174.05,Entertainment,Credit Card,Subscription,December
31-08-2025,KFC,4503.54,Food,Net Banking,Service,August
17-04-2025,Dell,1159.57,Electronics,Debit Card,Subscription,April
22-10-2025,YouTube Premium,3199.11,Entertainment,Cash,Retail,October
25-08-2025,Metro,4852.88,Transport,Cash,Subscription,August
28-12-2025,Dominos,4024.81,Food,Credit Card,Service,December
20-11-2025,Target,2506.45,Grocery,Cash,Subscription,November
31-10-2025,BigBazaar,2384.59,Grocery,Cash,Subscription,October
28-09-2025,Dominos,332,Food,Cash,Service,September
15-07-2025,RedBus,3243.28,Transport,Net Banking,Subscription,July
13-09-2025,Amazon Prime,4158.03,Entertainment,Net Banking,Service,September
12-09-2025,Lyft,1683.59,Transport,UPI,Online Store,September
05-06-2025,Tesco,1174.32,Grocery,Debit Card,Restaurant,June
23-02-2025,Apple,954.68,Electronics,UPI,Restaurant,February
02-07-2025,Ola,1674.16,Transport,Cash,Service,July
20-06-2025,Samsung,2722.92,Electronics,UPI,Restaurant,June
29-01-2025,HP,3209.24,Electronics,UPI,Restaurant,January
14-03-2025,Lyft,2001.92,Transport,Credit Card,Subscription,March
26-02-2025,Netflix,4407.24,Entertainment,Cash,Service,February
08-03-2025,Sony,686.97,Electronics,Cash,Service,March
16-10-2025,Zara,3250.88,Clothing,UPI,Online Store,October
25-02-2025,Dell,1448.47,Electronics,UPI,Restaurant,February
15-05-2025,Costco,4403.57,Grocery,Cash,Restaurant,May
11-02-2025,Subway,555.08,Food,Net Banking,Subscription,February
16-01-2025,Apple,3828.01,Electronics,Debit Card,Restaurant,January
04-06-2025,Costco,3396.44,Grocery,Net Banking,Subscription,June
